球求频道,#genre#
快乐垂钓高清,http://120.6.2.187:4000/rtp/239.253.93.213:6391
四海钓鱼,http://120.6.2.187:4000/rtp/239.253.93.243:6421
先锋乒羽,http://nas.hssvm.com:8888/udp/225.1.1.219:5002
快乐垂钓,http://unraid.jimin.codetech.top:8888/udp/239.3.1.164:8001
車迷TV,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/160/4gtv-live201/index.m3u8
博斯高球台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/48/litv-longturn05/index.m3u8
博斯高球二台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/298/litv-longturn06/index.m3u8
博斯運動一台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/50/litv-longturn07/index.m3u8
博斯無限台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/51/litv-longturn10/index.m3u8
博斯網球台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/52/litv-longturn09/index.m3u8
博斯運動二台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/299/litv-longturn08/index.m3u8
博斯魅力台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/300/litv-longturn04/index.m3u8
ELTA3,http://samuelwongvv.serv00.net/Smartv.php?id=eltasport3_twn
NOW 体育 4K HDR,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419537.m3u8
NOW 体育 1台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419538.m3u8
NOW 体育 2台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419539.m3u8
NOW 体育 3台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419540.m3u8
NOW 体育 4台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419541.m3u8
NOW 体育 5台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419542.m3u8
NOW 体育 6台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419543.m3u8
NOW 体育 7台,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419544.m3u8
NOW 体育 英超 1,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419552.m3u8
NOW 体育 英超 2,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419551.m3u8
NOW 体育 英超 3,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419550.m3u8
NOW 体育 英超 4,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419549.m3u8
NOW 体育 英超 5,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419548.m3u8
NOW 体育 英超 6,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419547.m3u8
NOW 体育 英超 7,http://mutant.arrox.top:80/live/iPKJmCy0r/krfwNE8z4h/419546.m3u8

电影频道,#genre#
粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
Now星影台,p3p://108.181.32.169:32155/641af926000cc2b9c2b6f9f75c8d2b97
Now爆谷台,p3p://108.181.32.169:32155/641af90c000328bac2b691f11db2274a
美亚电影台(粤语),mitv://135.148.104.228:19806/ee16565eb5fe46be8d22cbbde1fa9fae
娱乐扒叔轮播,http://live.metshop.top/douyu/9624581
粤语剧集轮播,http://live.metshop.top/douyu/10338873
粤语港剧轮播,http://live.metshop.top/douyu/6478650
粤语港剧回忆,http://live.metshop.top/douyu/742565
粤语轮播港剧,http://live.metshop.top/douyu/9019945
粤语轮播剧集,http://live.metshop.top/douyu/10567318
粤语经典综艺,http://live.metshop.top/douyu/7919720
粤语版电影一,http://live.metshop.top/douyu/5033502
粤语版电影二,http://live.metshop.top/douyu/6566671
粤语版电影三,http://live.metshop.top/douyu/1226741
粤语电影,https://www.goodiptv.club/douyu/1226741
粤语影片,https://www.goodiptv.club/douyu/6566671
粤语电影1,http://cfss.cc/cdn/dyu/1226741.flv
粤语电影2,http://cfss.cc/cdn/dyu/6566671.flv

综合频道,#genre#
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台HD,http://php.jdshipin.com:8880/smt.php?id=Wlt
翡翠台,mitv://147.135.39.171:9906/659ad8a2000d34621fa351dc7e476ef7
TVB千禧经典台,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://php.jdshipin.com:8880/smt.php?id=tvbxinhe_twn
TVB+,http://php.jdshipin.com:8880/smt.php?id=j2_twn
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
CLASSICA 古典乐,mitv://generationnexxxt.com:19806/133be9054bcd4fa68d2e34205004a51a
CLASSICA 古典樂,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/80/4gtv-4gtv059/index.m3u8
亞洲旅遊台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/250/litv-longturn17/index.m3u8
民視旅遊台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/61/litv-ftv07/index.m3u8
History 歷史頻道,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/214/4gtv-live026/index.m3u8
Smart知識台,http://gofuxkyourself.online/pachongbo/mumi.php?url=http://4gtv.mumi.rip:9877/297/litv-longturn19/index.m3u8
求索纪录高清,http://120.6.2.187:4000/rtp/239.253.93.236:6414
兵器科技高清,http://120.6.2.187:4000/rtp/239.253.93.47:6435
世界地理高清,http://120.6.2.187:4000/rtp/239.253.92.131:6113
文物宝库高清,http://120.6.2.187:4000/rtp/239.253.93.180:6437
环球奇观,http://120.6.2.187:4000/rtp/239.253.92.130:8069
🦄收音机电台🦮,#genre#
广东新闻广播,https://fanmingming.com/fm?id=487
广东股市广播,https://fanmingming.com/fm?id=488
广东音乐之声,https://fanmingming.com/fm?id=489
广东文体广播,https://fanmingming.com/fm?id=490
广东城市之声,https://fanmingming.com/fm?id=491
广东珠江之声,https://fanmingming.com/fm?id=492
广东珠江经济台,https://fanmingming.com/fm?id=493
广东南方生活广播,https://fanmingming.com/fm?id=494
广东羊城交通广播,https://fanmingming.com/fm?id=495
广州新闻资讯广播,https://fanmingming.com/fm?id=728
广州青少年广播,https://fanmingming.com/fm?id=729
广州金曲音乐广播,https://fanmingming.com/fm?id=730
广州经济交通广播,https://fanmingming.com/fm?id=731

广东地方台,#genre#
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e381ab098841a0badbf7e11f24143cf7&txTime=18e6ff43701
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019
广州影视,https://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=d3dad1fd1a965ff59d3db3990b923267&txTime=18ee6e4efc1
广州法治,https://tencentplay.gztv.com/live/fazhi.m3u8?txSecret=c180b67d43e34b97c970524c05ef3b4e&txTime=18ee6e4efc1
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a1ddef2fd21ffe1e040d9f21833b5677&txTime=18e7b8d5d44
广东高清,http://113.89.245.47:4200/udp/239.77.1.19:5146
广东珠江,http://113.89.245.47:4200/udp/239.77.0.114:5146
广东新闻,http://113.89.245.47:4200/udp/239.77.0.173:5146
广东民生,http://113.89.245.47:4200/udp/239.77.0.225:5146
广东体育,http://113.89.245.47:4200/udp/239.77.0.168:5146
广东经济,http://113.89.245.47:4200/udp/239.77.0.167:5146
广东影视http://113.89.245.47:4200/udp/239.77.0.167:5146
广东少儿,http://113.89.245.47:4200/udp/239.77.0.250:5146
佛山影视,http://113.89.245.47:4200/udp/239.253.43.56:5146
广东新闻,http://183.236.32.24:9901/hls/1037/index.m3u8
广东公共,http://183.236.32.24:9901/hls/1038/index.m3u8
广东体育,http://183.236.32.24:9901/hls/1039/index.m3u8
经济科教,http://183.236.32.24:9901/hls/1044/index.m3u8
广东影视,http://183.236.32.24:9901/hls/1045/index.m3u8
广东少儿,http://183.236.32.24:9901/hls/1046/index.m3u8
广州综合,http://183.236.32.24:9901/hls/1040/index.m3u8
广州新闻,http://183.236.32.24:9901/hls/1041/index.m3u8
广州影视,http://183.236.32.24:9901/hls/1042/index.m3u8
广州法治,http://183.236.32.24:9901/hls/1043/index.m3u8
广东珠江台,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8?
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
大湾区卫视,http://111.197.224.161:4022/rtp/239.3.1.161:8001
广州综合,http://61.143.227.162:10000/udp/239.253.43.66:5146
广州综合高清,http://61.143.227.162:10000/udp/239.253.43.71:5146
广州新闻,http://61.143.227.162:10000/udp/239.253.43.67:5146
广州新闻高清,http://61.143.227.162:10000/udp/239.253.43.72:5146
广州影视,http://61.143.227.162:10000/udp/239.253.43.68:5146
广州影视高清,http://61.143.227.162:10000/udp/239.253.43.73:5146
广州法治,http://61.143.227.162:10000/udp/239.253.43.69:5146
广州法治高清,http://61.143.227.162:10000/udp/239.253.43.74:5146
广州竞赛,http://61.143.227.162:10000/udp/239.253.43.70:5146
广州竞赛高清,http://61.143.227.162:10000/udp/239.253.43.75:5146
岭南戏曲,http://61.143.227.162:10000/udp/239.77.0.16:5146

🦄JP频道🦮,#genre#
「日本」NEWS 24H,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
「日本」NEWS 24H,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
「日本」QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
NHK世界,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
Nippon,https://ntv4.mov3.co/hls/ntv.m3u8
NHKG,https://nhk4.mov3.co/hls/nhk.m3u8
NHKWorld Premium,https://cdn1.skygo.mn/live/disk1/NHK_World_Premium/HLSv3-FTA/NHK_World_Premium.m3u8
ABCテレビ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx02&isp=10&bind=0&uin=159413&playseek=0
BS-TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs04&isp=10&bind=0&uin=159413&playseek=0
BSアニマックス,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs15&isp=10&bind=0&uin=159413&playseek=0
BSテレ東,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs05&isp=10&bind=0&uin=159413&playseek=0
BSフジ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs06&isp=10&bind=0&uin=159413&playseek=0
BS日テレ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs02&isp=10&bind=0&uin=159413&playseek=0
BS朝日,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs03&isp=10&bind=0&uin=159413&playseek=0
J Sports 1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs18&isp=10&bind=0&uin=159413&playseek=0
J Sports 2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs19&isp=10&bind=0&uin=159413&playseek=0
J Sports 3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs21&isp=10&bind=0&uin=159413&playseek=0
J Sports 4,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs22&isp=10&bind=0&uin=159413&playseek=0
MBS毎日放送,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx01&isp=10&bind=0&uin=159413&playseek=0
NHK BS1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs11&isp=10&bind=0&uin=159413&playseek=0
NHK BSプレミアム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs01&isp=10&bind=0&uin=159413&playseek=0
NHK Eテレ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd02&isp=10&bind=0&uin=159413&playseek=0
NHK 総合,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd01&isp=10&bind=0&uin=159413&playseek=0
NHK大阪 総合,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gx06&isp=10&bind=0&uin=159413&playseek=0
TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd04&isp=10&bind=0&uin=159413&playseek=0
TOKYO MX,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd08&isp=10&bind=0&uin=159413&playseek=0
WOWOW シネマ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs07&isp=10&bind=0&uin=159413&playseek=0
WOWOW プライム,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs12&isp=10&bind=0&uin=159413&playseek=0
WOWOW ライブ,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs20&isp=10&bind=0&uin=159413&playseek=0
キッズステ   ション,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs07&isp=10&bind=0&uin=159413&playseek=0
ゴルフネットワーク,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs03&isp=10&bind=0&uin=159413&playseek=0
TBS,https://tbs4.mov3.co/hls/tbs.m3u8
映画,http://142.171.31.242:5002/cs14.m3u8?token=guoziyun&gid=cs14&channel=zhongying
スターチャンネル1,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs08&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル2,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs27&isp=10&bind=0&uin=159413&playseek=0
スターチャンネル3,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=bs28&isp=10&bind=0&uin=159413&playseek=0
